PSB^W,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.20% Cumulative Preferred Stock Series W,,,
PSB^X,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.25% Cumulative Preferred Stock Series X,,,
PSB^Y,PS Business Parks Inc. 5.20% Cumulative Preferred Stock Series Y,,,
PSB^Z,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 4.875% Cumulative Preferred Stock Series Z  par value $0.01 per share,,,
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,,,
PSN,Parsons Corporation Common Stock,,,
PSO,Pearson Plc Common Stock,,,
PSTG,Pure Storage Inc. Class A Common Stock,,,
PSTH,Pershing Square Tontine Holdings Ltd. Class A Common Stock,,,
PSTL,Postal Realty Trust Inc. Class A Common Stock,,,
PSX,Phillips 66 Common Stock,,,
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership,,,
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,,,
PTR,PetroChina Company Limited Common Stock,,,
PTY,Pimco Corporate & Income Opportunity Fund,,,
PUK,Prudential Public Limited Company Common Stock,,,
PUK^,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security,,,
PUK^A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares,,,
PUMP,ProPetro Holding Corp. Common Stock,,,
PV,Primavera Capital Acquisition Corporation Class A Ordinary Shares,,,
PVG,Pretium Resources Inc. Ordinary Shares (Canada),,,
PVH,PVH Corp. Common Stock,,,
PVL,Permianville Royalty Trust Trust Units ,,,
PWR,Quanta Services Inc. Common Stock,,,
PXD,Pioneer Natural Resources Company Common Stock,,,
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,,,
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A,,,
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,,,
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,,,
PZN,Pzena Investment Management Inc Class A Common Stock,,,
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,,,
QFTA,Quantum FinTech Acquisition Corporation Common Stock,,,
QGEN,Qiagen N.V. Common Shares ,,,
QS,QuantumScape Corporation Class A Common Stock,,,
QSR,Restaurant Brands International Inc. Common Shares,,,
QTS,QTS Realty Trust Inc. Class A Common Stock,,,
QTS^A,QTS Realty Trust Inc. 7.125% Series A Cumulative Redeemable Perpetual Preferred Stock,,,
QTS^B,QTS Realty Trust Inc. 6.50% Series B Cumulative Convertible Perpetual Preferred Stock,,,
QTWO,Q2 Holdings Inc. Common Stock,,,
QUAD,Quad Graphics Inc Class A Common Stock,,,
QUOT,Quotient Technology Inc. Common Stock,,,
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,,,
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,,,
R,Ryder System Inc. Common Stock,,,
RA,Brookfield Real Assets Income Fund Inc. Common Stock,,,
RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares,,,
RACE,Ferrari N.V. Common Shares,,,
RAD,Rite Aid Corporation Common Stock,,,
RAMP,LiveRamp Holdings Inc. Common Stock,,,
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock,,,
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares,,,
RBC,Regal Beloit Corporation Common Stock,,,
RBLX,Roblox Corporation Class A Common Stock,,,
RC,Ready Capital Corproation Common Stock,,,
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023,,,
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,,,
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,,,
RCI,Rogers Communication Inc. Common Stock,,,
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,,,
RCP,Ready Capital Corporation 6.50% Senior Notes due 2021,,,
RCS,PIMCO Strategic Income Fund Inc.,,,
RCUS,Arcus Biosciences Inc. Common Stock,,,
RDN,Radian Group Inc. Common Stock,,,
RDS/B,Royal Dutch Shell PLC,,,
RDY,Dr. Reddy's Laboratories Ltd Common Stock,,,
RE,Everest Re Group Ltd. Common Stock,,,
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),,,
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,,,
RES,RPC Inc. Common Stock,,,
REV,Revlon Inc. New Common Stock,,,
REVG,REV Group Inc. Common Stock,,,
REX,REX American Resources Corporation,,,
REXR,Rexford Industrial Realty Inc. Common Stock,,,
REXR^A,Rexford Industrial Realty Inc. 5.875% Series A Cumulative Redeemable Preferred Stock,,,
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,,,
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,,,
REZI,Resideo Technologies Inc. Common Stock ,,,
RF,Regions Financial Corporation Common Stock,,,
RF^A,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series A,,,
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,,,
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,,,
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,,,
RFL,Rafael Holdings Inc. Class B Common Stock,,,
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,,,
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,,,
RFP,Resolute Forest Products Inc. Common Stock,,,
RGA,Reinsurance Group of America Incorporated Common Stock,,,
RGR,Sturm Ruger & Company Inc. Common Stock,,,
RGS,Regis Corporation Common Stock,,,
RGT,Royce Global Value Trust Inc. Common Stock,,,
RH,RH Common Stock,,,
RHI,Robert Half International Inc. Common Stock,,,
RHP,Ryman Hospitality Properties Inc. (REIT),,,
RICE,Rice Acquisition Corp. Class A Common Stock,,,
RIG,Transocean Ltd (Switzerland) Common Stock,,,
RIO,Rio Tinto Plc Common Stock,,,
RIV,RiverNorth Opportunities Fund Inc. Common Stock,,,
RJF,Raymond James Financial Inc. Common Stock,,,
RKT,Rocket Companies Inc. Class A Common Stock,,,
RL,Ralph Lauren Corporation Common Stock,,,
RLGY,Realogy Holdings Corp. Common Stock,,,
RLI,RLI Corp. Common Stock (DE),,,
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,,,
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,,,
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,,,
RM,Regional Management Corp. Common Stock,,,
RMAX,RE/MAX Holdings Inc. Class A Common Stock,,,
RMD,ResMed Inc. Common Stock,,,
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,,,
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,,,
RMO,Romeo Power Inc. Class A Common Stock,,,
RMPL^,RiverNorth Specialty Finance Corporation 5.875% ,,,
RMT,Royce Micro-Cap Trust Inc. Common Stock,,,
RNG,RingCentral Inc. Class A Common Stock,,,
RNGR,Ranger Energy Services Inc. Class A Common Stock,,,
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,,,
RNR,RenaissanceRe Holdings Ltd. Common Stock,,,
RNR^E,RenaissanceRe Holdings Ltd. 5.375% Series E Preference Shares,,,
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,,,
ROG,Rogers Corporation Common Stock,,,
ROK,Rockwell Automation Inc. Common Stock,,,
ROL,Rollins Inc. Common Stock,,,
ROP,Roper Technologies Inc. Common Stock,,,
ROT,Rotor Acquisition Corp. Class A Common Stock,,,
RPAI,Retail Properties of America Inc. Class A Common Stock,,,
RPLA,Replay Acquisition Corp. Ordinary Shares,,,
RPM,RPM International Inc. Common Stock,,,
RPT,RPT Realty Common Stock,,,
RPT^D,RPT Realty 7.25% ,,,
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,,,
RRC,Range Resources Corporation Common Stock,,,
RRD,R.R. Donnelley & Sons Company Common Stock,,,
RS,Reliance Steel & Aluminum Co. Common Stock (DE),,,
RSF,RiverNorth Specialty Finance Corporation,,,
RSG,Republic Services Inc. Common Stock,,,
RSI,Rush Street Interactive Inc. Class A Common Stock,,,
RTP,Reinvent Technology Partners Class A Ordinary Shares,,,
RTPZ,Reinvent Technology Partners Z Class A Ordinary Shares,,,
RTX,Raytheon Technologies Corporation Common Stock,,,
RVI,Retail Value Inc. Common Stock ,,,
RVLV,Revolve Group Inc. Class A Common Stock,,,
RVT,Royce Value Trust Inc. Common Stock,,,
RWT,Redwood Trust Inc. Common Stock,,,
RXN,Rexnord Corporation Common Stock,,,
RY,Royal Bank Of Canada Common Stock,,,
RY^T,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2,,,
RYAM,Rayonier Advanced Materials Inc. Common Stock,,,
RYB,RYB Education Inc. American depositary shares each representing one Class A ordinary share,,,
RYI,Ryerson Holding Corporation Common Stock,,,
RYN,Rayonier Inc. REIT Common Stock,,,
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,,,
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,,,
SA,Seabridge Gold Inc. Ordinary Shares (Canada),,,
SAF,Saratoga Investment Corp 6.25% Notes due 2023,,,
SAFE,Safehold Inc. Common Stock,,,
SAH,Sonic Automotive Inc. Common Stock,,,
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,,,
SAIL,SailPoint Technologies Holdings Inc. Common Stock,,,
SAK,Saratoga Investment Corp 7.25% Notes due 2025,,,
SAM,Boston Beer Company Inc. (The) Common Stock,,,
SAN,Banco Santander S.A. Sponsored ADR (Spain),,,
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),,,
SAP,SAP  SE ADS,,,
SAR,Saratoga Investment Corp New,,,
SAVE,Spirit Airlines Inc. Common Stock,,,
SB,Safe Bulkers Inc Common Stock ($0.001 par value),,,
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),,,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),,,
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,,,
SBG,Sandbridge Acquisition Corporation Class A Common Stock,,,
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,,,
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,,,
SBOW,SilverBow Resorces Inc. Common Stock,,,
SBR,Sabine Royalty Trust Common Stock,,,
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),,,
SBSW,D/B/A Sibanye-Stillwater Limited ADS,,,
SC,Santander Consumer USA Holdings Inc. Common Stock,,,
SCCO,Southern Copper Corporation Common Stock,,,
SCD,LMP Capital and Income Fund Inc. Common Stock,,,
SCE^G,SCE Trust II Trust Preferred Securities,,,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,,,
SCE^L,SCE TRUST VI,,,
SCHW,Charles Schwab Corporation (The) Common Stock,,,
SCHW^C,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 6% Non-Cumulative Perpetual Preferred Stock Series C,,,
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,,,
SCI,Service Corporation International Common Stock,,,
SCL,Stepan Company Common Stock,,,
SCM,Stellus Capital Investment Corporation Common Stock,,,
SCPE,SC Health Corporation Class A Ordinary Shares,,,
SCS,Steelcase Inc. Common Stock,,,
SCU,Sculptor Capital Management Inc. Class A Common Stock,,,
SCVX,SCVX Corp. Class A Ordinary Shares,,,
SCX,L.S. Starrett Company (The) Common Stock,,,
SD,SandRidge Energy Inc. Common Stock,,,
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,,,
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,,,
SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock,,,
SEAS,SeaWorld Entertainment Inc. Common Stock,,,
SEE,Sealed Air Corporation Common Stock,,,
SEM,Select Medical Holdings Corporation Common Stock,,,
SF,Stifel Financial Corporation Common Stock,,,
SF^A,Stifel Financial Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock Series A,,,
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,,,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,,,
SFE,Safeguard Scientifics Inc. New Common Stock,,,
SFL,SFL Corporation Ltd,,,
SFTW,Osprey Technology Acquisition Corp. Class A Common Stock,,,
SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),,,
SGFY,Signify Health Inc. Class A Common Stock,,,
SGU,Star Group L.P. Common Stock,,,
SHAK,Shake Shack Inc. Class A Common Stock,,,
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,,,
SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,,,
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,,,
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,,,
SHO^E,Sunstone Hotel Investors Inc. 6.950% Series E Cumulative Redeemable Preferred Stock,,,
SHO^F,Sunstone Hotel Investors Inc. 6.450% Series F Cumulative Redeemable Preferred Stock,,,
SHOP,Shopify Inc. Class A Subordinate Voting Shares,,,
SHW,Sherwin-Williams Company (The) Common Stock,,,
SI,Silvergate Capital Corporation Class A Common Stock,,,
SID,Companhia Siderurgica Nacional S.A. Common Stock,,,
SIG,Signet Jewelers Limited Common Shares,,,
SII,Sprott Inc. Common Shares,,,
SITC,SITE Centers Corp. Common Stock,,,
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,,,
SITC^K,SITE Centers Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States),,,
SITE,SiteOne Landscape Supply Inc. Common Stock,,,
SIX,Six Flags Entertainment Corporation New Common Stock,,,
SJI,South Jersey Industries Inc. Common Stock,,,
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,,,
SJIU,South Jersey Industries Inc. Corporate Units,,,
SJM,J.M. Smucker Company (The) New Common Stock,,,
SJR,Shaw Communications Inc. Common Stock,,,
SJT,San Juan Basin Royalty Trust Common Stock,,,
SJW,SJW Group Common Stock (DE),,,
SKLZ,Skillz Inc. Class A Common Stock,,,
SKM,SK Telecom Co. Ltd. Common Stock,,,
SKT,Tanger Factory Outlet Centers Inc. Common Stock,,,
SKX,Skechers U.S.A. Inc. Common Stock,,,
SKY,Skyline Champion Corporation Common Stock,,,
SLB,Schlumberger N.V. Common Stock,,,
SLCA,U.S. Silica Holdings Inc. Common Stock,,,
SLF,Sun Life Financial Inc. Common Stock,,,
SLG,SL Green Realty Corp Common Stock,,,
SLG^I,SL Green Realty Corporation Preferred Series I,,,
SLQT,SelectQuote Inc. Common Stock,,,
SM,SM Energy Company Common Stock,,,
SMAR,Smartsheet Inc. Class A Common Stock,,,
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),,,
SMG,Scotts Miracle-Gro Company (The) Common Stock,,,
SMHI,SEACOR Marine Holdings Inc. Common Stock ,,,
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,,,
SMM,Salient Midstream Common Shares of Beneficial Interest,,,
SMP,Standard Motor Products Inc. Common Stock,,,
SNA,Snap-On Incorporated Common Stock,,,
SNAP,Snap Inc. Class A Common Stock,,,
SNDR,Schneider National Inc. Common Stock,,,
SNE,Sony Corporation Common Stock,,,
SNN,Smith & Nephew SNATS Inc. Common Stock,,,
SNOW,Snowflake Inc. Class A Common Stock,,,
SNP,China Petroleum & Chemical Corporation Common Stock,,,
SNPR,Tortoise Acquisition Corp. II Class A Ordinary Shares,,,
SNR,New Senior Investment Group Inc. Common Stock,,,
SNV,Synovus Financial Corp. Common Stock,,,
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,,,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,,,
SNX,Synnex Corporation Common Stock,,,
SO,Southern Company (The) Common Stock,,,
SOAC,Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares,,,
SOGO,Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share,,,
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,,,
SOJB,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,,,
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,,,
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,,,
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,,,
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),,,
SOLN,Southern Company (The) 2019 Series A Corporate Units,,,
SON,Sonoco Products Company Common Stock,,,
SOR,Source Capital Inc. Common Stock,,,
SOS,SOS Limited American Depositary Shares,,,
SPB,Spectrum Brands Holdings Inc. Common Stock,,,
SPCE,Virgin Galactic Holdings Inc. Common Stock,,,
SPE,Special Opportunities Fund Inc Common Stock,,,
SPE^B,Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock Series B,,,
SPFR,Jaws Spitfire Acquisition Corporation Class A Ordinary Shares,,,
SPG,Simon Property Group Inc. Common Stock,,,
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,,,
SPGI,S&P Global Inc. Common Stock,,,
SPH,Suburban Propane Partners L.P. Common Stock,,,
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,,,
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,,,
SPNT,SiriusPoint Ltd. Common Shares,,,
SPNV,Supernova Partners Acquisition Company Inc. Class A Common Stock,,,
SPOT,Spotify Technology S.A. Ordinary Shares,,,
SPR,Spirit Aerosystems Holdings Inc. Common Stock,,,
SPRQ,Spartan Acquisition Corp. II Class A Common Stock,,,
SPXC,SPX Corporation Common Stock,,,
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,,,
SQ,Square Inc. Class A Common Stock,,,
SQM,Sociedad Quimica y Minera S.A. Common Stock,,,
SQNS,Sequans Communications S.A. American Depositary Shares,,,
SQZ,SQZ Biotechnologies Company Common Stock,,,
SR,Spire Inc. Common Stock,,,
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,,,
SRC,Spirit Realty Capital Inc. Common Stock,,,
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,,,
SRE,Sempra Energy Common Stock,,,
SRE^B,Sempra Energy 6.75% Mandatory Convertible Preferred Stock Series B,,,
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079,,,
SRG,Seritage Growth Properties Class A Common Stock,,,
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,,
SRI,Stoneridge Inc. Common Stock,,,
SRL,Scully Royalty Ltd.,,,
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,,,
SRT,StarTek Inc. Common Stock,,,
SRV,Cushing MLP & Infrastructure Total Return Fund,,,
SSD,Simpson Manufacturing Company Inc. Common Stock,,,
SSL,Sasol Ltd. American Depositary Shares,,,
SSTK,Shutterstock Inc. Common Stock,,,
ST,Sensata Technologies Holding plc Ordinary Shares,,,
STAG,Stag Industrial Inc. Common Stock,,,
STAG^C,Stag Industrial Inc. 6.875% Series C Cumulative Redeemable Preferred Stock,,,
STAR          ,iStar Inc. Common Stock,,,
STAR^D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,,,
STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,,,
STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,,,
STC,Stewart Information Services Corporation Common Stock,,,
STE,STERIS plc (Ireland) Ordinary Shares,,,
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,,,
STIC,Northern Star Acquisition Corp. Class A Common Stock,,,
STK,Columbia Seligman Premium Technology Growth Fund Inc,,,
STL,Sterling Bancorp,,,
STL^A,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,,,
STLA,Stellantis N.V. Common Shares,,,
STM,STMicroelectronics N.V. Common Stock,,,
STN,Stantec Inc Common Stock,,,
STNG,Scorpio Tankers Inc. Common Shares,,,
STON,StoneMor Inc. Common Stock,,,
STOR,STORE Capital Corporation Common Stock,,,
STPC,Star Peak Corp II Class A Common Stock,,,
STPK,Star Peak Energy Transition Corp. Class A Common Stock,,,
STT,State Street Corporation Common Stock,,,
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,,,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,,,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,,,
STZ,Constellation Brands Inc. Common Stock,,,
STZ/B,Constellation Brands Inc,,,
SU,Suncor Energy  Inc. Common Stock,,,
SUI,Sun Communities Inc. Common Stock,,,
SUM,Summit Materials Inc. Class A Common Stock,,,
SUN,Sunoco LP Common Units representing limited partner interests,,,
SUP,Superior Industries International Inc. Common Stock (DE),,,
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,,,
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),,,
SWBK,Switchback II Corporation Class A Ordinary Shares,,,
SWCH,Switch Inc. Class A Common Stock,,,
SWI,SolarWinds Corporation Common Stock,,,
SWK,Stanley Black & Decker Inc. Common Stock,,,
SWM,Schweitzer-Mauduit International Inc. Common Stock,,,
SWN,Southwestern Energy Company Common Stock,,,
SWT,Stanley Black & Decker Inc. Corporate Unit,,,
SWX,Southwest Gas Holdings Inc. Common Stock (DE),,,
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,,,
SXC,SunCoke Energy Inc. Common Stock,,,
SXI,Standex International Corporation Common Stock,,,
SXT,Sensient Technologies Corporation Common Stock,,,
SYF,Synchrony Financial Common Stock,,,
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,,
SYK,Stryker Corporation Common Stock,,,
SYX,Systemax Inc. Common Stock,,,
SYY,Sysco Corporation Common Stock,,,
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,,
T,AT&T Inc.,,,
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,,,
TAC,TransAlta Corporation Ordinary Shares,,,
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,,,
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),,,
TAL,TAL Education Group American Depositary Shares,,,
TALO,Talos Energy Inc. Common Stock,,,
TAP,Molson Coors Beverage Company Class B Common Stock,,,
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,,,
TBA,Thoma Bravo Advantage Class A Ordinary Shares,,,
TBB,AT&T Inc. 5.350% Global Notes due 2066,,,
TBC,AT&T Inc. 5.625% Global Notes due 2067,,,
TBI,TrueBlue Inc. Common Stock,,,
TCI,Transcontinental Realty Investors Inc. Common Stock,,,
TCS,Container Store (The) Common Stock,,,
TD,Toronto Dominion Bank (The) Common Stock,,,
TDA,Telephone and Data Systems Inc. 5.875% Senior Notes due 2061,,,
TDC,Teradata Corporation Common Stock,,,
TDE,Telephone and Data Systems Inc. 6.875% Senior Notes due 2059,,,
TDF,Templeton Dragon Fund Inc. Common Stock,,,
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,,,
TDI,Telephone and Data Systems Inc. Sr Nt,,,
TDJ,Telephone and Data Systems Inc. 7% Senior Notes due 2060,,,
TDOC,Teladoc Health Inc. Common Stock,,,
TDS,Telephone and Data Systems Inc. Common Shares,,,
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,,,
TDW,Tidewater Inc. Common Stock,,,
TDY,Teledyne Technologies Incorporated Common Stock,,,
TEAF,Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest,,,
TECK,Teck Resources Ltd Ordinary Shares,,,
TEF,Telefonica SA Common Stock,,,
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,,,
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,,,
TEN,Tenneco Inc. Class A Voting Common Stock,,,
TEO,Telecom Argentina SA,,,
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,,,
TEX,Terex Corporation Common Stock,,,
TFC,Truist Financial Corporation Common Stock,,,
TFC^H,Truist Financial Corporation Series H ,,,
TFC^I,Truist Financial Corporation Depositary Shares,,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,,,
TFII,TFI International Inc. Common Shares,,,
TFSA,Terra Income Fund VI 7.00% Notes due 2026,,,
TFX,Teleflex Incorporated Common Stock,,,
TG,Tredegar Corporation Common Stock,,,
TGH,Textainer Group Holdings Limited Common Shares,,,
TGI,Triumph Group Inc. Common Stock,,,
TGNA,TEGNA Inc,,,
TGP,Teekay LNG Partners L.P.,,,
TGP^A,Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,,
TGP^B,Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,,
TGS,Transportadora de Gas del Sur SA TGS Common Stock,,,
TGT,Target Corporation Common Stock,,,
THC,Tenet Healthcare Corporation Common Stock,,,
THG,Hanover Insurance Group Inc,,,
THO,Thor Industries Inc. Common Stock,,,
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,,,
THR,Thermon Group Holdings Inc. Common Stock,,,
THS,Treehouse Foods Inc. Common Stock,,,
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,,,
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,,,
TINV,Tiga Acquisition Corp. Class A Ordinary Shares,,,
TISI,Team Inc. Common Stock,,,
